,Hotels,Prices,Descriptions,Full_Descriptions
350,Les Mats Du Port,"€ 1,235",Managed by a private host,"Located in the heart of Marseille and 100 metres from the Old Port, Les Mats Du Port offers a self-catering apartment in a classified historical building. La Canebière High Street is 450 metres away. Free WiFi is available throughout the property.

Les Mats Du Port is a loft-style apartment with exposed wooden beams and a mezzanine sleeping area. It includes a living area on the main floor with a sofa bed and a flat-screen satellite TV. Views of the old port can be seen from the apartment.

A stove, coffee machine and microwave are included in the modern equipped kitchen. A variety of restaurants, bars and grocery shops can be found within a few minutes’ walk of the property.

Marseille Opera House, the Theatre National and Vieux-Port - Hôtel de Ville Metro Station are all within 450 metres of the property. There are also comedy theatres nearby, while a boat to the islands can be accessed within 400 metres. Marseille Saint Charles Train Station a 20-minute walk from Les Mats Du Port."
351,L'Occitane - Idéalement situé et entièrement rénové,€ 683,"2 beds (1 sofa bed, 1 large double)","L'Occitane - Idéalement situé et entièrement rénové in Marseille provides accommodation with free WiFi, 2.9 km from Fausse Monnaie, 300 metres from Saint-Ferreol Street and 1.2 km from Castellane Metro Station. The property is located 2.6 km from La Timone Metro Station, 1.5 km from Notre-Dame de la Garde Basilica and 1.9 km from Joliette Metro Station. The property is 400 metres from the city centre and 2.1 km from Plage des Catalans.

The 1-bedroom apartment comes with a living room with a TV, a fully equipped kitchen with an oven and a microwave, and 1 bathroom with a hair dryer. Towels and bed linen are featured in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Vieux Port Metro station, Marseille Saint-Charles Train Station and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 23 km from L'Occitane - Idéalement situé et entièrement rénové."
352,MELCHIOR - Beau T2 avec terrasse au cœur d'Euroméditerranée,€ 735,"2 beds (1 double, 1 sofa bed)","MELCHIOR - Beau T2 avec terrasse au cœur d'Euroméditerranée is located in the Euromed - La Joliette district of Marseille, 700 metres from Les Terrasses du Port Shopping Centre, 1.5 km from Marseille Saint-Charles Train Station and 2 km from Museum of European and Mediterranean Civilisations. This property offers access to a terrace, free private parking and free WiFi. The property is non-smoking and is set 600 metres from Joliette Metro Station.

The 1-bedroom apartment has a living room with a TV, a fully equipped kitchen with an oven and a microwave, and 1 bathroom with a hair dryer. Towels and bed linen are offered in the apartment.

Vieux Port Metro station is 2.3 km from the apartment, while Saint-Ferreol Street is 3.4 km from the property. The nearest airport is Marseille Provence Airport, 20 km from MELCHIOR - Beau T2 avec terrasse au cœur d'Euroméditerranée."
353,Royal Vieux-Port - Climatisé,"€ 1,010","2 beds (1 double, 1 sofa bed)","Situated in Marseille, 2.8 km from Fausse Monnaie and 500 metres from Saint-Ferreol Street, Royal Vieux-Port - Climatisé provides accommodation with amenities such as free WiFi and a flat-screen TV. The property has inner courtyard views and is 200 metres from Vieux Port Metro station and 1.4 km from Castellane Metro Station. The property is 1.9 km from Plage des Catalans, and within 300 metres of the city centre.

The air-conditioned apartment consists of 1 bedroom, a living room, a fully equipped kitchenette with a microwave and a coffee machine, and 1 bathroom with a shower and a hair dryer. Towels and bed linen are available in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Palais du Pharo, Notre-Dame de la Garde Basilica and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 23 km from Royal Vieux-Port - Climatisé."
354,Studio L'Académie - Vieux Port & Cours Julien,€ 661,Managed by a private host,"Offering city views, Studio L'Académie - Vieux Port & Cours Julien is an accommodation located in Marseille, 400 metres from Saint-Ferreol Street and 1.2 km from Castellane Metro Station. The property is around 2.6 km from La Timone Metro Station, 1.9 km from Notre-Dame de la Garde Basilica and 1.8 km from Joliette Metro Station. The property is 700 metres from the city centre and 2.3 km from Plage des Catalans.

With free WiFi, this apartment provides a TV, a washing machine and a fully equipped kitchen with a microwave and toaster. Towels and bed linen are provided in the apartment. The accommodation is non-smoking.

Popular points of interest near the apartment include Vieux Port Metro station, Marseille Saint-Charles Train Station and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 23 km from Studio L'Académie - Vieux Port & Cours Julien."
355,"Building la canebière ,vieux port",€ 926,Managed by a private host,"Located in the centre of Marseille, 2.4 km from Plage des Catalans, Building la canebière, vieux port provides air-conditioned accommodation with free WiFi and a flat-screen TV. This property is situated a short distance from attractions such as Museum of European and Mediterranean Civilisations, Joliette Metro Station, and Les Terrasses du Port Shopping Centre. The property is non-smoking and is set 600 metres from Vieux Port Metro station.

The apartment is composed of 1 bedroom, a fully equipped kitchen, and 1 bathroom.

Popular points of interest near the apartment include Saint-Ferreol Street, Castellane Metro Station and Marseille Saint-Charles Train Station. The nearest airport is Marseille Provence Airport, 22 km from Building la canebière, vieux port."
356,Splendide Appartement Joliette parking securisé,"€ 1,047",Managed by a private host,"Situated in Marseille in the Provence-Alpes-Côte d'Azur region, Splendide Appartement Joliette parking securisé has a balcony and city views. Free WiFi is available throughout the property and private parking is available on site. The property is non-smoking and is located 500 metres from Joliette Metro Station.

The 1-bedroom apartment features a living room with a flat-screen TV with streaming services, a fully equipped kitchen with an oven and a microwave, and 1 bathroom with a hair dryer.

Guests at the apartment will be able to enjoy activities in and around Marseille, like hiking.

Popular points of interest near Splendide Appartement Joliette parking securisé include Les Terrasses du Port Shopping Centre, Museum of European and Mediterranean Civilisations and Vieux Port Metro station. The nearest airport is Marseille Provence Airport, 21 km from the accommodation."
357,Villa Grand Cèdre,"€ 3,424",Managed by a private host,"Boasting mountain views, Villa Grand Cèdre provides accommodation with a garden and a balcony, around 11 km from La Timone Metro Station. This recently renovated villa is located 12 km from Castellane Metro Station and 12 km from Marseille Chanot Exhibition and Convention Centre. There is a year-round outdoor pool and guests can make use of free WiFi, free private parking and an electric vehicle charging station.

Featuring a Blu-ray player, the spacious villa has a fully equipped kitchen with a dishwasher, an oven and a microwave, a living room with a seating area and a dining area, 4 bedrooms, and 2 bathrooms with a bidet and a bath. The unit is air conditioned and includes a terrace with an outdoor dining area as well as a flat-screen TV with streaming services. For added privacy, the accommodation features a private entrance.

Guests can take advantage of the warm weather with the property's barbecue facilities.

Rond-Point du Prado Metro Station is 13 km from the villa, while Orange Velodrome Stadium is 13 km away. The nearest airport is Marseille Provence Airport, 33 km from Villa Grand Cèdre."
358,BATEAU Le BER'AMAR L'ESTAQUE,€ 631,Managed by a private host,"BATEAU Le BER'AMAR L'ESTAQUE is situated in the L'Estaque district of Marseille, 10 km from Museum of European and Mediterranean Civilisations, 10 km from Vieux Port Metro station and 10 km from Marseille Saint-Charles Train Station. With free private parking, the property is 2.9 km from Plage du Fontin and 9.1 km from Les Terrasses du Port Shopping Centre. The property is non-smoking and is located 9.3 km from Joliette Metro Station.

Saint-Ferreol Street is 11 km from the boat, while Palais du Pharo is 12 km away. The nearest airport is Marseille Provence Airport, 17 km from BATEAU Le BER'AMAR L'ESTAQUE."
359,LaFrenchCasa Liberté,€ 702,Managed by a private host,"In the Saint-Charles district of Marseille, close to Marseille Saint-Charles Train Station, LaFrenchCasa Liberté features free WiFi and a washing machine. This apartment provides accommodation with a balcony. Castellane Metro Station is 2.2 km from the apartment and Vieux Port Metro station is 1.3 km away.

Each unit is fitted with air conditioning, a private bathroom and a well-fitted kitchen including an oven, microwave, toaster and a fridge.

Popular points of interest near the apartment include Joliette Metro Station, Les Terrasses du Port Shopping Centre and Saint-Ferreol Street. The nearest airport is Marseille Provence Airport, 22 km from LaFrenchCasa Liberté."
360,Le St Fée - Nid douillet à 100m du vieux port,€ 635,Managed by a private host,"In the Vieux Port - La Canebière district of Marseille, close to Saint-Ferreol Street, Le St Fée - Nid douillet à 100m du vieux port has free WiFi and a washing machine. It is set 1.3 km from Castellane Metro Station and offers a 24-hour front desk. The property is 2.1 km from Plage des Catalans, and within 600 metres of the city centre.

The 1-bedroom apartment is fitted with a living room with a flat-screen TV with streaming services, a fully equipped kitchen with an oven and a toaster, and 1 bathroom with a hair dryer. Towels and bed linen are offered in the apartment. The accommodation is non-smoking.

There is a coffee shop on-site.

You can play billiards at the apartment.

Popular points of interest near Le St Fée - Nid douillet à 100m du vieux port include Vieux Port Metro station, Marseille Saint-Charles Train Station and Museum of European and Mediterranean Civilisations. The nearest airport is Marseille Provence Airport, 23 km from the accommodation."
